business_id,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value
1057,Namib Construction,Mining Services,Khomas,21,167,2152067,Construction,60,12390868,446402,2919228,2029467,24806,841,8,0,Equipment,4151845
1058,Swakop Fishing,Agriculture,Oshikoto,19,80,1399727,Vehicle Purchase,48,13028280,682043,1433034,770643,10218,712,3,0,Savings,3233409
1059,Namib Construction,Retail,Otjozondjupa,24,112,860159,Payroll Support,60,6742085,468613,178550,691768,78247,806,5,1,Property,1883771
1060,Gobabis Food Services,Retail,Kavango East,13,78,156209,Construction,36,11820165,371009,1488435,2944785,27449,803,3,0,Vehicle,3791740
1061,Caprivi Technologies,Agriculture,Hardap,11,101,1829335,Equipment Purchase,24,6838348,370467,2038888,1481284,86844,461,4,1,Inventory,1153990
1062,Oshana Technologies,Tourism,Oshikoto,17,100,691445,Technology Upgrade,48,13054290,605068,925898,2083395,83038,476,7,0,Livestock,2155116
1063,Luderitz Manufacturing,Food Services,Erongo,17,180,352048,Expansion,12,10993798,648500,1311055,402546,95128,595,0,0,Savings,2901171
1064,Etosha Trading,Logistics,Karas,25,97,1355088,Working Capital,12,11435168,150771,1539521,2899709,68038,846,3,0,Equipment,4533161
1065,Windhoek Supplies,Tourism,Khomas,22,16,1506012,Inventory,48,10759974,669602,112744,940088,34873,755,7,0,Equipment,3365101
1066,Luderitz Construction,Technology,Hardap,5,192,159864,Inventory,24,14488371,460959,2266126,3307386,115839,679,0,0,Property,3769591
1067,Gobabis Transport,Tourism,Khomas,22,121,674942,Equipment Purchase,24,5617885,566914,1423928,660124,95230,789,3,0,Inventory,4462829
1068,Caprivi Transport,Technology,Kavango East,12,103,136342,Payroll Support,24,3753145,116029,2366277,3626579,94319,746,2,0,Equipment,2321416
1069,Kalahari Fishing,Technology,Erongo,22,171,1211514,Technology Upgrade,60,8596774,272589,523992,2398879,111557,816,8,0,Inventory,3931035
1070,Etosha Trading,Transport,Oshana,2,86,651827,Construction,12,3518559,336480,1957750,3293517,112512,523,5,1,Property,1903053
1071,Erongo Retail,Agriculture,Hardap,11,120,2314943,Expansion,60,12279639,237197,2522018,2222038,38030,843,5,0,Savings,462317
1072,Caprivi Transport,Technology,Oshikoto,23,136,710981,Working Capital,48,11523547,565746,958435,1305158,102810,696,4,0,Property,1863329
1073,Erongo Construction,Agriculture,Erongo,7,147,391161,Vehicle Purchase,60,14822986,260497,227187,1532937,49375,671,3,1,Equipment,4364798
1074,Katima Trading,Construction,Kavango East,22,209,1282462,Expansion,36,396516,789899,1649486,602276,56407,753,4,1,Vehicle,4021502
1075,Windhoek Retail,Mining Services,Kavango West,8,227,2071898,Payroll Support,60,825782,278336,2881622,2879994,93977,823,5,0,Equipment,3852248
1076,Etosha Supplies,Food Services,Oshana,16,23,856906,Working Capital,12,14841408,30741,1491767,1836239,94348,746,6,1,Livestock,547366
1077,Walvis Supplies,Technology,Kavango West,25,204,1448031,Inventory,12,13965740,544489,2176638,3664141,37912,492,7,1,Savings,821731
1078,Windhoek Supplies,Food Services,Oshana,15,179,1771169,Vehicle Purchase,24,10033075,60616,1323445,2922571,11665,756,3,1,Vehicle,3165319
1079,Okavango Tours,Food Services,Oshikoto,12,240,662076,Equipment Purchase,60,2717624,560593,1786738,2161024,80789,671,7,0,Inventory,1926547
1080,Kalahari Supplies,Transport,Oshikoto,11,198,181762,Technology Upgrade,48,5275416,256722,1556258,183214,108175,782,7,0,Equipment,4367171
1081,Walvis Logistics,Mining Services,Kavango West,10,163,1147757,Working Capital,60,3796295,636440,489215,2342963,94972,583,6,0,Equipment,2061964
1082,Kunene Logistics,Manufacturing,Erongo,5,145,1794367,Equipment Purchase,36,10853570,657847,1877801,3872261,35159,523,4,1,Inventory,4115421
1083,Windhoek Manufacturing,Manufacturing,Khomas,14,22,1831266,Payroll Support,24,4891522,398389,2858971,1129295,22298,491,3,1,Property,4465516
1084,Windhoek Manufacturing,Technology,Kavango East,19,89,697102,Inventory,36,6415187,680699,1944778,3985722,1725,487,6,0,Savings,70406
1085,Caprivi Trading,Agriculture,Erongo,21,98,709957,Equipment Purchase,48,8793485,87437,2242668,1499309,63296,613,2,0,Inventory,4393072
1086,Erongo Technologies,Mining Services,Hardap,14,86,1292611,Inventory,36,9547105,71858,1898491,194881,39244,723,6,0,Property,3381423
1087,Luderitz Tours,Manufacturing,Khomas,3,5,1643341,Payroll Support,60,4028923,64022,270914,30662,35199,657,5,0,Inventory,4985383
1088,Okavango Technologies,Technology,Oshana,10,87,2178408,Payroll Support,48,1206334,664949,1388128,1458909,47595,726,4,0,Vehicle,2314700
1089,Katima Tours,Logistics,Hardap,14,124,250344,Construction,12,7648849,584075,1352171,2423223,92778,821,7,0,Inventory,913046
1090,Swakop Logistics,Mining Services,Oshikoto,17,116,853138,Expansion,12,4446443,575167,2117926,247923,48503,657,4,0,Savings,4369340
1091,Oshana Transport,Transport,Kavango East,25,244,577033,Inventory,12,5093364,276941,2291924,1130175,68615,667,6,0,Livestock,3396426
1092,Luderitz Farming,Technology,Otjozondjupa,24,173,189618,Vehicle Purchase,48,11803632,372282,530441,2843658,43623,547,2,0,Vehicle,1868556
1093,Kalahari Retail,Manufacturing,Erongo,1,20,1034016,Construction,12,3822614,136255,2347933,2703428,52520,728,0,0,Inventory,3371542
1094,Erongo Supplies,Construction,Kavango West,5,213,304818,Inventory,60,7592545,65862,2426128,3736143,117299,576,3,0,Savings,3070357
1095,Walvis Fishing,Tourism,Erongo,25,87,1687500,Inventory,36,4053675,248471,1599508,3906757,4513,639,3,0,Inventory,714518
1096,Etosha Construction,Agriculture,Khomas,18,215,1297619,Inventory,48,8880990,275490,246346,1308118,72315,468,5,1,Savings,813376
1097,Kalahari Supplies,Technology,Oshikoto,16,22,2427828,Vehicle Purchase,36,6179602,597083,1494658,550157,65992,692,3,1,Equipment,2762129
1098,Namib Technologies,Construction,Erongo,22,17,1634178,Inventory,24,8060754,441898,2067681,107074,76527,830,6,0,Equipment,2789347
1099,Luderitz Manufacturing,Technology,Khomas,1,87,1439141,Payroll Support,60,8230557,607714,575527,2391187,20448,784,7,0,Savings,4109743
1100,Katima Food Services,Manufacturing,Hardap,24,134,645548,Payroll Support,60,2116897,170177,2009900,686593,42138,787,2,0,Savings,4121834
1101,Luderitz Trading,Agriculture,Oshana,2,212,1085060,Technology Upgrade,36,7309273,171274,741170,1391618,112663,715,0,0,Inventory,617626
1102,Katima Transport,Mining Services,Erongo,16,30,865438,Expansion,60,5694554,83384,1315144,3279997,95733,841,6,1,Savings,1397064
1103,Kalahari Farming,Logistics,Khomas,16,177,1773057,Inventory,48,14552923,172673,170164,848275,42807,750,0,0,Inventory,2446102
1104,Okavango Farming,Food Services,Karas,13,216,2004459,Working Capital,36,6049741,74614,1182596,3385768,10942,647,1,1,Livestock,1920284
1105,Walvis Transport,Retail,Hardap,22,25,2471085,Expansion,60,13689673,782791,49243,2773108,12347,820,0,1,Property,4887313
1106,Kunene Construction,Manufacturing,Kavango West,18,29,707312,Vehicle Purchase,24,7558057,160851,946216,780942,26630,552,6,0,Livestock,4772342
1107,Windhoek Manufacturing,Agriculture,Otjozondjupa,9,218,711616,Equipment Purchase,12,5506974,545312,1615611,3543437,66342,454,7,1,Equipment,4557286
1108,Windhoek Transport,Transport,Oshikoto,4,22,1446664,Vehicle Purchase,60,7716292,446384,2184035,967347,60332,651,5,0,Inventory,4418197
1109,Otji Farming,Technology,Erongo,6,171,1598675,Construction,36,12251983,178765,1106474,324200,90476,821,3,0,Savings,2538419
1110,Windhoek Farming,Technology,Khomas,7,203,468664,Inventory,24,12484662,610878,1693786,1140194,28948,833,4,0,Livestock,3882894
1111,Kalahari Fishing,Construction,Hardap,23,117,614016,Vehicle Purchase,24,7859569,489512,2717440,1364875,99594,557,5,0,Equipment,1844994
1112,Etosha Supplies,Mining Services,Hardap,25,54,1561572,Inventory,36,5359824,285045,82169,2309960,48829,699,6,0,Savings,1865782
1113,Okavango Manufacturing,Tourism,Hardap,4,158,2129106,Working Capital,36,3875507,660109,1170328,93312,5541,836,5,0,Equipment,2186648
1114,Otji Retail,Retail,Kavango West,11,99,446213,Expansion,36,1106271,606765,2209690,1143459,108457,472,7,0,Savings,111884
1115,Oshana Manufacturing,Agriculture,Erongo,5,242,576642,Vehicle Purchase,48,8809110,360140,808638,2623029,8946,547,7,0,Equipment,1729119
1116,Kunene Tours,Tourism,Kavango West,16,73,344078,Equipment Purchase,60,1351433,653414,2181182,282878,81480,692,6,0,Inventory,3239212
1117,Windhoek Retail,Tourism,Otjozondjupa,8,247,2136091,Expansion,36,8556988,485777,1650687,2132780,43074,838,6,0,Vehicle,3195699
1118,Kunene Trading,Construction,Khomas,18,202,530056,Construction,12,12785729,732989,198528,1987013,73698,806,4,1,Inventory,4972955
1119,Otji Trading,Manufacturing,Oshikoto,20,224,2209077,Payroll Support,48,13801156,521302,1790581,997929,78704,753,4,1,Inventory,2166460
1120,Oshana Construction,Mining Services,Hardap,23,100,1307776,Construction,12,3996618,481934,1123392,270641,104694,580,6,0,Vehicle,2682687
1121,Namib Construction,Technology,Kavango West,23,120,1930143,Construction,60,6837595,514689,243355,538360,16286,804,5,0,Equipment,3155059
1122,Windhoek Logistics,Construction,Oshana,10,57,1834414,Equipment Purchase,36,2977685,356723,1132886,1460349,110596,603,3,0,Inventory,803403
1123,Swakop Trading,Construction,Kavango East,22,205,962227,Inventory,36,13489800,90110,2924821,3563607,11062,497,1,1,Livestock,559111
1124,Gobabis Trading,Agriculture,Khomas,4,9,818726,Inventory,24,3321746,770020,383833,588103,68052,637,6,0,Livestock,3830796
1125,Windhoek Construction,Technology,Kavango West,21,160,67805,Working Capital,36,7292623,413275,811977,3875452,70378,493,4,0,Savings,1926983
1126,Luderitz Tours,Retail,Hardap,7,218,1524718,Technology Upgrade,60,12042456,313556,2341267,426745,82904,573,6,0,Inventory,3576052
1127,Katima Transport,Tourism,Karas,10,172,1650199,Construction,36,12002586,406519,1145649,3049349,15214,672,3,0,Property,840594
1128,Gobabis Trading,Logistics,Hardap,12,189,918809,Inventory,24,12742664,645234,2527357,2759349,20474,804,6,0,Property,2967053
1129,Swakop Technologies,Technology,Karas,24,58,127043,Inventory,60,7711391,98578,2408265,2636244,76968,575,4,1,Vehicle,3253906
1130,Namib Fishing,Manufacturing,Erongo,16,175,1103621,Inventory,24,13943040,623440,2730247,3876147,16642,663,8,0,Livestock,2851298
1131,Caprivi Transport,Mining Services,Khomas,17,21,1081098,Expansion,24,2369099,280303,2893371,3938472,32527,634,2,0,Livestock,2938579
1132,Kalahari Farming,Manufacturing,Oshikoto,3,160,473834,Expansion,12,3653800,145991,2347708,2256694,98286,729,0,0,Livestock,3014184
1133,Oshana Retail,Manufacturing,Karas,25,93,1629440,Payroll Support,36,13720822,321285,587360,1858269,70302,641,6,0,Property,4573977
1134,Kunene Food Services,Agriculture,Kavango East,5,40,1940139,Inventory,12,11438721,194403,2848561,1791377,93921,532,4,0,Inventory,3713610
1135,Windhoek Trading,Manufacturing,Khomas,23,208,1694142,Equipment Purchase,24,6947108,771908,553141,2548947,104867,550,8,1,Property,4620535
1136,Oshana Logistics,Technology,Kavango West,2,74,1409609,Inventory,36,13701352,243452,1289338,2578547,13617,783,6,0,Vehicle,3047226
1137,Gobabis Supplies,Food Services,Oshana,20,248,1404052,Payroll Support,12,12318522,457859,2536665,2685905,96956,572,2,0,Livestock,787391
1138,Otji Transport,Agriculture,Kavango East,6,186,912763,Equipment Purchase,48,3581570,153705,2283848,1473669,6793,758,8,0,Vehicle,4080338
1139,Erongo Food Services,Agriculture,Kavango West,6,7,1578155,Working Capital,60,7563968,788634,1247727,1005106,9023,785,8,1,Livestock,2255554
1140,Okavango Construction,Logistics,Khomas,17,118,1527077,Vehicle Purchase,24,11822909,425794,1492550,2041739,109005,615,7,0,Livestock,2854212
1141,Namib Fishing,Tourism,Kavango East,20,106,2002290,Equipment Purchase,24,8632060,539168,645328,3278543,24697,573,7,1,Inventory,3024680
1142,Oshana Fishing,Tourism,Kavango West,2,77,960525,Expansion,60,2041990,217762,2408837,3301363,15121,799,3,0,Vehicle,680423
1143,Katima Technologies,Logistics,Otjozondjupa,7,82,2179850,Technology Upgrade,60,8856113,342141,1327610,1925585,29271,806,3,0,Savings,4251249
1144,Okavango Manufacturing,Technology,Oshikoto,20,107,2025109,Expansion,36,9518165,759902,1769611,3898915,50396,837,2,0,Inventory,1413863
1145,Katima Fishing,Retail,Erongo,17,33,895981,Vehicle Purchase,24,6096942,446705,2783840,2833807,86859,489,1,0,Inventory,648663
1146,Otji Food Services,Technology,Oshana,22,14,448094,Equipment Purchase,24,8919608,289907,1054343,3428301,38882,534,5,0,Vehicle,1568463
1147,Kalahari Manufacturing,Mining Services,Karas,11,137,543018,Equipment Purchase,36,6451211,326332,2266409,1526555,113431,578,5,0,Vehicle,4616112
1148,Namib Tours,Agriculture,Erongo,25,48,134406,Expansion,60,6434974,223762,1578985,3848022,87610,634,7,1,Property,2508950
1149,Kunene Manufacturing,Technology,Kavango East,7,149,1086461,Vehicle Purchase,48,1305381,783604,719435,631923,50918,679,8,0,Savings,85250
1150,Erongo Manufacturing,Technology,Oshikoto,15,47,707259,Expansion,12,1563251,660026,1855284,3901131,99265,750,4,0,Savings,4450320
1151,Walvis Food Services,Mining Services,Karas,10,83,783304,Construction,24,6366479,689717,2277047,3158295,26822,845,8,0,Livestock,4625753
1152,Caprivi Technologies,Technology,Karas,23,244,2178480,Equipment Purchase,48,5618048,170369,886993,2956683,51963,726,0,0,Property,4164232
1153,Kunene Supplies,Manufacturing,Oshikoto,10,157,1376899,Equipment Purchase,36,1981545,344570,2564063,3637056,46315,637,0,1,Livestock,2364466
1154,Kalahari Trading,Transport,Karas,7,199,119747,Inventory,48,3202916,132775,1876755,2004636,113068,818,1,0,Vehicle,2605342
1155,Otji Trading,Construction,Hardap,9,247,2319776,Technology Upgrade,36,12822791,521898,2791117,2045229,13567,774,4,0,Vehicle,512230
1156,Erongo Logistics,Technology,Otjozondjupa,12,13,2037060,Construction,60,13354128,756891,189878,65572,94221,561,5,0,Property,2669687
1157,Kunene Manufacturing,Technology,Oshana,2,213,2473699,Technology Upgrade,12,11240571,466897,1023965,895911,22120,568,4,1,Inventory,3856759
1158,Gobabis Logistics,Construction,Otjozondjupa,11,31,2196332,Working Capital,36,9447922,189571,1338126,585216,11990,510,5,0,Livestock,2907511
1159,Etosha Construction,Technology,Kavango West,14,130,696243,Payroll Support,24,2614204,324998,454488,3893609,18825,474,4,0,Vehicle,897982
1160,Etosha Fishing,Retail,Otjozondjupa,4,207,903969,Expansion,36,12428319,342233,2288848,411448,40330,521,7,0,Savings,3899090
1161,Katima Tours,Tourism,Erongo,4,177,168895,Equipment Purchase,24,14580456,499716,2942506,2559572,76677,454,2,0,Savings,3247183
1162,Kalahari Construction,Retail,Kavango East,14,132,1115996,Payroll Support,12,7769620,733254,470648,653093,57720,782,1,0,Vehicle,4948632
1163,Kalahari Manufacturing,Technology,Oshikoto,6,73,2313226,Technology Upgrade,48,14606982,595710,1330758,10725,39427,796,8,0,Savings,978934
1164,Kunene Fishing,Food Services,Oshana,18,194,549753,Equipment Purchase,24,4525863,334941,1034681,2136745,1226,560,0,0,Vehicle,2468934
1165,Namib Retail,Manufacturing,Karas,17,230,1457791,Payroll Support,36,14838639,348495,1117274,2241952,54495,783,8,0,Property,1132709
1166,Caprivi Trading,Manufacturing,Kavango East,8,49,2431906,Equipment Purchase,60,3586206,639728,414961,3006180,504,810,7,0,Vehicle,1823683
1167,Kalahari Transport,Food Services,Oshana,18,139,1807014,Working Capital,12,4179062,207509,2132044,3615085,117219,569,4,0,Savings,2024514
1168,Otji Retail,Retail,Oshikoto,10,4,2014097,Inventory,48,1382246,496925,2745084,2335781,51521,736,2,0,Property,3600041
1169,Okavango Manufacturing,Mining Services,Kavango East,16,249,103200,Equipment Purchase,12,9160262,41195,1398213,3639828,11739,766,2,0,Savings,1531853
1170,Swakop Manufacturing,Construction,Otjozondjupa,10,214,641646,Inventory,48,4318587,276468,1865560,3302640,49232,749,7,0,Property,4342253
1171,Erongo Trading,Retail,Oshana,17,84,1291449,Construction,24,398705,343400,280884,3978731,86634,551,3,1,Property,1048588
1172,Okavango Manufacturing,Logistics,Karas,10,157,272947,Expansion,24,1001113,430350,1427722,85585,107362,843,0,0,Inventory,3212471
1173,Oshana Food Services,Transport,Erongo,16,53,410937,Construction,24,10939507,633723,1029426,3938153,42588,493,5,0,Livestock,4143244
1174,Otji Logistics,Food Services,Erongo,24,32,2099111,Working Capital,12,462276,195473,688706,214897,85551,850,0,0,Equipment,2445520
1175,Otji Construction,Agriculture,Hardap,4,71,1575035,Technology Upgrade,48,5599341,360066,1668050,791024,89157,800,6,0,Savings,3919223
1176,Okavango Tours,Technology,Hardap,16,142,1188175,Vehicle Purchase,24,5338786,573741,2100391,2010546,80269,473,3,1,Property,2029187
1177,Okavango Food Services,Technology,Otjozondjupa,12,20,2126607,Payroll Support,60,13297985,181141,2680119,1768745,110784,605,3,0,Savings,3702211
1178,Oshana Tours,Logistics,Kavango East,4,30,203446,Construction,12,1190586,796384,1588384,2694654,72417,684,7,0,Inventory,4621258
1179,Swakop Construction,Food Services,Otjozondjupa,19,115,576778,Payroll Support,12,4340633,629184,982111,1440511,22533,507,0,0,Savings,122997
1180,Swakop Logistics,Manufacturing,Oshikoto,9,249,1952513,Inventory,60,7950613,684797,584297,3885419,73545,774,8,1,Vehicle,496739
1181,Erongo Supplies,Retail,Oshana,6,91,673964,Inventory,24,603469,93847,443683,2230776,83889,489,0,0,Vehicle,3421174
1182,Kalahari Food Services,Agriculture,Otjozondjupa,2,41,896498,Inventory,60,4280498,204623,1592856,2609662,113227,734,5,0,Equipment,3607200
1183,Kalahari Construction,Manufacturing,Khomas,4,55,2318964,Working Capital,12,5169669,406330,1104053,559678,54109,727,7,1,Inventory,753428
1184,Otji Logistics,Agriculture,Hardap,12,17,2267062,Payroll Support,48,1956594,246463,1153810,1159976,66440,761,3,0,Livestock,1155776
1185,Kunene Transport,Tourism,Erongo,18,69,1045117,Payroll Support,48,2315664,299081,2473830,3824492,11440,814,8,0,Livestock,2193433
1186,Luderitz Logistics,Logistics,Oshana,19,64,2289907,Working Capital,48,6668865,123390,2021651,1436316,82190,522,1,0,Savings,2693439
1187,Oshana Fishing,Agriculture,Oshikoto,11,199,1003311,Working Capital,12,12840676,78073,2616751,2211053,100661,614,3,0,Inventory,2412577
1188,Oshana Trading,Tourism,Otjozondjupa,6,228,385000,Payroll Support,12,5769851,239862,2612230,375475,22547,671,2,0,Livestock,2660069
1189,Oshana Construction,Retail,Kavango East,14,119,656624,Working Capital,36,7892431,702337,2054899,1267029,31380,638,3,0,Property,1203343
1190,Caprivi Transport,Food Services,Kavango East,1,58,2333693,Inventory,12,12993396,387665,1762606,744436,57727,495,3,0,Inventory,2153030
1191,Kalahari Food Services,Agriculture,Otjozondjupa,18,17,569110,Construction,12,2415952,496968,2895828,2655611,11308,700,0,1,Property,3698066
1192,Luderitz Farming,Construction,Karas,7,150,1695178,Expansion,12,11825796,63398,683107,1671006,81762,787,1,0,Vehicle,3852143
1193,Kalahari Retail,Agriculture,Oshana,12,137,1961968,Working Capital,36,12205225,73076,2318432,409676,118159,570,0,0,Inventory,2053576
1194,Windhoek Retail,Retail,Kavango East,5,19,1986254,Equipment Purchase,12,2878104,156579,2396484,2214984,48759,803,0,0,Vehicle,3770380
1195,Erongo Farming,Construction,Kavango West,7,93,1238411,Construction,24,1990054,99978,587188,768617,18889,555,6,0,Inventory,1344794
1196,Luderitz Technologies,Manufacturing,Kavango East,21,173,812792,Technology Upgrade,48,4366997,785056,1966198,3874559,66589,527,5,0,Livestock,3645538
1197,Kalahari Fishing,Retail,Oshana,5,64,1468468,Payroll Support,12,11170958,108978,627383,3772133,48295,454,7,0,Livestock,113466
1198,Walvis Transport,Transport,Otjozondjupa,5,171,2382897,Working Capital,12,14806483,66476,2703750,2612151,19680,620,2,0,Property,1326530
1199,Namib Tours,Retail,Kavango West,14,34,474941,Expansion,24,12029352,290773,1430841,3378199,116785,469,7,0,Equipment,3656880
1200,Swakop Transport,Agriculture,Karas,3,15,1767554,Expansion,24,5462896,387479,229688,694375,87702,603,4,0,Property,1991914
1201,Etosha Manufacturing,Agriculture,Hardap,11,240,1761727,Construction,60,14280189,129971,2577795,3970741,91730,475,0,0,Savings,234632
1202,Gobabis Logistics,Retail,Otjozondjupa,17,18,1358341,Inventory,48,6794795,299596,1692249,3323019,69050,848,7,0,Vehicle,1324596
1203,Swakop Supplies,Agriculture,Khomas,2,88,136138,Payroll Support,24,8085054,505695,1102460,1124858,1140,491,8,0,Inventory,131969
1204,Oshana Technologies,Construction,Oshana,10,189,1776329,Technology Upgrade,24,8923948,781919,618116,2154251,48419,778,8,0,Vehicle,2031487
1205,Kunene Construction,Logistics,Kavango East,18,80,2159804,Construction,12,3042780,335048,2151959,935367,45240,469,7,1,Savings,4398221
1206,Etosha Farming,Agriculture,Karas,5,162,102731,Payroll Support,48,6429911,541340,2294740,1855949,39566,547,5,0,Vehicle,742213
1207,Caprivi Manufacturing,Tourism,Oshana,22,145,1376684,Working Capital,36,2207963,106023,1232652,3823799,80395,756,8,0,Property,151221
1208,Kunene Logistics,Manufacturing,Oshikoto,7,44,553097,Construction,24,12676566,536781,1638711,1552907,40502,526,0,0,Property,3285682
1209,Swakop Fishing,Manufacturing,Erongo,11,156,809055,Vehicle Purchase,60,12947462,559165,1277913,1052136,49037,793,5,1,Property,3973720
1210,Windhoek Transport,Logistics,Oshana,11,158,268229,Expansion,12,3404962,683561,1103937,3011248,98463,745,8,0,Livestock,888568
1211,Swakop Retail,Transport,Oshana,6,38,238522,Inventory,24,12972900,652506,1440907,505256,40636,671,2,0,Equipment,754468
1212,Okavango Technologies,Transport,Kavango West,22,207,1713436,Working Capital,24,599613,620591,2109880,504924,28209,689,3,0,Vehicle,315934
1213,Namib Logistics,Technology,Oshana,19,245,567778,Inventory,60,6972542,701904,1003436,1899877,72631,718,1,0,Property,3915020
1214,Otji Trading,Agriculture,Kavango West,7,183,1487048,Construction,24,13143755,181620,1994390,3150212,110238,688,1,1,Savings,852241
1215,Etosha Trading,Technology,Oshana,17,59,951586,Technology Upgrade,48,6651571,237592,1359014,3252965,113617,626,3,0,Savings,3197550
1216,Erongo Fishing,Construction,Erongo,18,73,1869265,Payroll Support,36,6151780,442276,842914,556098,74207,543,0,0,Equipment,2226175
1217,Oshana Tours,Agriculture,Erongo,12,158,150127,Inventory,36,3868133,188247,393658,2153127,116040,524,0,0,Equipment,1203522
1218,Kalahari Fishing,Technology,Oshana,11,226,1813323,Equipment Purchase,36,10087545,63453,566224,2423449,75888,841,7,0,Vehicle,3681664
1219,Walvis Technologies,Construction,Kavango West,17,160,1009878,Technology Upgrade,48,4926481,728915,1023946,3041356,38827,832,5,0,Livestock,209098
1220,Kunene Food Services,Manufacturing,Erongo,15,6,1011267,Equipment Purchase,36,7809794,40453,634195,3352416,77890,707,3,0,Inventory,942453
1221,Etosha Transport,Food Services,Otjozondjupa,18,122,1048820,Technology Upgrade,24,12718566,339761,1424176,2674112,78486,632,1,0,Livestock,2412817
1222,Okavango Trading,Technology,Oshana,14,84,377770,Equipment Purchase,24,7283436,414693,1492254,2584019,50086,540,2,0,Vehicle,3798566
1223,Namib Logistics,Technology,Erongo,15,81,2063590,Vehicle Purchase,24,11039029,617257,235684,75332,71060,599,8,0,Property,3039509
1224,Okavango Transport,Technology,Erongo,24,173,1395027,Expansion,36,10177025,156958,624663,1082185,64706,717,5,0,Inventory,103029
1225,Windhoek Trading,Transport,Oshikoto,18,84,1613644,Expansion,12,9946433,268548,636778,3420346,87412,714,4,0,Vehicle,4545974
1226,Katima Tours,Tourism,Hardap,21,248,2482184,Vehicle Purchase,36,3820507,265946,1680896,3023459,8864,718,7,1,Savings,3051195
1227,Windhoek Food Services,Retail,Kavango East,10,145,440908,Payroll Support,12,1592523,493162,840349,947935,77362,842,5,0,Savings,1297958
1228,Kunene Technologies,Construction,Karas,23,88,410426,Vehicle Purchase,60,8007143,672146,909277,3606374,85156,473,2,0,Livestock,4270353
1229,Kalahari Technologies,Retail,Otjozondjupa,16,155,565903,Expansion,24,1175960,191284,1191873,550385,119414,835,0,0,Equipment,2131903
1230,Luderitz Manufacturing,Retail,Kavango West,17,242,1865442,Working Capital,12,5232266,417549,2192153,1284497,117775,795,4,0,Vehicle,3566976
1231,Kalahari Transport,Logistics,Khomas,18,141,1830683,Equipment Purchase,48,7655520,662612,306872,394410,81303,689,2,0,Savings,3630095
1232,Caprivi Logistics,Retail,Oshana,15,115,535204,Inventory,48,13662708,701999,1897583,1494758,105044,776,8,0,Property,695347
1233,Windhoek Manufacturing,Technology,Kavango West,11,25,370788,Working Capital,60,11194648,722926,965523,3601121,109249,707,5,0,Equipment,2738661
1234,Caprivi Farming,Tourism,Karas,22,125,1097541,Payroll Support,48,4769752,611161,2553617,3755312,43088,520,3,0,Equipment,795434
1235,Luderitz Tours,Tourism,Khomas,4,229,2321295,Expansion,24,9388320,733625,1895250,3016553,29609,517,3,0,Vehicle,969279
1236,Erongo Tours,Mining Services,Kavango East,10,40,567489,Construction,12,8464615,333564,701127,1983306,117669,784,5,0,Vehicle,2361839
1237,Kunene Logistics,Mining Services,Oshana,10,83,2348193,Construction,12,3803605,746348,2419394,3351349,25579,679,1,0,Savings,767136
1238,Erongo Logistics,Mining Services,Oshikoto,12,12,1364402,Construction,48,13291101,94302,285645,3246405,15224,824,8,0,Savings,2198517
1239,Kunene Tours,Manufacturing,Otjozondjupa,24,121,1435957,Payroll Support,60,11398382,313644,2115671,520470,8896,472,4,0,Property,56336
1240,Erongo Farming,Retail,Khomas,8,20,1706107,Technology Upgrade,60,5661881,444892,1317682,429198,67335,670,5,1,Livestock,1876515
1241,Oshana Tours,Manufacturing,Karas,20,36,1265953,Technology Upgrade,48,1967779,330917,92989,329540,108804,490,2,0,Equipment,1908358
1242,Oshana Logistics,Food Services,Hardap,22,61,655203,Equipment Purchase,24,2761025,682090,684048,630973,4690,817,2,0,Equipment,1854031
1243,Kunene Trading,Mining Services,Kavango East,9,201,911027,Equipment Purchase,48,3161941,652715,1225427,1318642,110531,566,1,0,Savings,81556
1244,Gobabis Transport,Retail,Kavango West,1,96,142207,Working Capital,48,13115720,450679,236736,1512981,3808,602,8,1,Vehicle,1948027
1245,Caprivi Manufacturing,Mining Services,Karas,3,247,1038930,Equipment Purchase,12,3299306,491621,312561,652036,105317,838,4,1,Inventory,2165805
1246,Kunene Transport,Transport,Hardap,11,12,1182528,Construction,60,1653847,637570,591219,1324704,41441,575,0,0,Vehicle,268763
1247,Namib Transport,Retail,Karas,6,210,1179368,Working Capital,12,7148981,704899,2147379,3931055,116762,482,0,0,Property,3211184
1248,Kalahari Fishing,Transport,Otjozondjupa,7,31,1275551,Working Capital,36,12166861,107999,1149618,897315,82562,456,5,0,Vehicle,4585217
1249,Swakop Food Services,Food Services,Hardap,20,102,2463775,Expansion,48,1835665,250519,732949,214164,56671,502,3,0,Inventory,3106251
1250,Okavango Retail,Agriculture,Erongo,21,190,2005367,Expansion,36,8958150,46962,1576691,147900,111540,657,8,0,Vehicle,4898897
1251,Kalahari Tours,Logistics,Kavango West,1,38,1587368,Equipment Purchase,24,8067738,478748,2016464,1539741,81470,486,5,0,Inventory,2157946
1252,Etosha Trading,Mining Services,Karas,14,73,368198,Vehicle Purchase,36,4501993,319135,676678,3376343,106178,626,7,1,Livestock,4087389
