business_id,application_date,business_name,industry,region,years_in_business,employees,loan_amount,loan_purpose,loan_term,annual_revenue,monthly_expenses,cash_balance,existing_debt,monthly_debt_payments,credit_score,missed_payments,prior_defaults,collateral_type,collateral_value,debt_to_revenue_ratio,debt_service_coverage_ratio,loan_to_collateral_ratio,risk_score,risk_level,decision,interest_rate,pricing_tier,monthly_payment,total_repayment,total_interest_income,approval_probability
1124,2025-05-07,Gobabis Farming,Tourism,Erongo,10,95,1282560,Expansion,48,11352886,479954,1961760,933406,31956,715,0,0,Livestock,2102028,0.08,14.59,0.61,86.4,Low Risk,Approved,0.08,Standard Risk-Based Rate,31311.04,1502929.92,220369.92,95.04
1125,2025-01-02,Windhoek Trading,Food Services,Hardap,9,150,1699019,Equipment Purchase,60,11416800,483020,2327026,1702715,49159,736,0,0,Property,758502,0.15,9.53,2.24,86.6,Low Risk,Approved,0.08,Standard Risk-Based Rate,34449.98,2066998.8,367979.8,95.26
1126,2025-11-05,Kunene Logistics,Transport,Oshana,13,142,2073128,Expansion,12,1007846,168473,2462586,2533667,106342,582,3,0,Vehicle,4561690,2.51,-0.79,0.45,47.6,Medium Risk,Review,0.15,Elevated Risk Premium,187117.03,2245404.36,172276.36,52.36
1127,2025-12-19,Caprivi Retail,Food Services,Hardap,17,203,140485,Working Capital,60,3806557,332499,1781937,2934917,48750,519,7,0,Savings,583084,0.77,-0.31,0.24,-2.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1128,2025-03-21,Oshana Manufacturing,Transport,Karas,20,211,2374392,Payroll Support,60,2825648,750114,2335766,915244,114616,827,0,0,Savings,934500,0.32,-4.49,2.54,120.3,Low Risk,Approved,0.08,Standard Risk-Based Rate,48144.11,2888646.6,514254.6,100.0
1129,2025-02-13,Otji Transport,Tourism,Erongo,7,244,2152071,Working Capital,12,1415951,768474,662529,3836060,27952,680,5,0,Savings,2226324,2.71,-23.27,0.97,-16.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1130,2025-12-18,Okavango Supplies,Transport,Oshikoto,13,249,1023580,Technology Upgrade,36,13819946,508872,467154,1316472,7151,717,2,0,Vehicle,1151172,0.1,89.89,0.89,41.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,45.54
1131,2025-12-21,Oshana Tours,Construction,Otjozondjupa,13,91,2172109,Equipment Purchase,12,3567891,208876,845749,3725712,118395,552,4,1,Livestock,1471052,1.04,0.75,1.48,-27.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1132,2025-07-09,Katima Retail,Food Services,Erongo,25,182,1551953,Working Capital,48,4928049,300684,2981508,831124,64780,800,5,1,Livestock,1724607,0.17,1.7,0.9,78.8,Medium Risk,Review,0.15,Elevated Risk Premium,43192.01,2073216.48,521263.48,86.68
1133,2025-02-07,Swakop Tours,Tourism,Kavango West,8,221,1487372,Vehicle Purchase,60,13283645,290061,2889322,3347147,82141,601,8,0,Savings,4590700,0.25,9.95,0.32,2.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,2.64
1134,2025-04-03,Erongo Logistics,Manufacturing,Kavango East,7,62,878284,Construction,60,14829414,722811,1570295,916249,45075,744,8,0,Property,403196,0.06,11.38,2.18,13.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,14.41
1135,2025-01-14,Kalahari Retail,Logistics,Khomas,19,76,2124062,Vehicle Purchase,60,12321772,614627,256683,398418,32782,461,1,0,Savings,1599627,0.03,12.57,1.33,37.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.47
1136,2025-03-23,Etosha Food Services,Construction,Otjozondjupa,3,41,1529645,Working Capital,60,6079759,648584,1368999,3034915,115228,779,0,1,Livestock,4664720,0.5,-1.23,0.33,29.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,32.34
1137,2026-01-01,Walvis Food Services,Construction,Erongo,24,141,601151,Payroll Support,48,11124312,70450,2599459,3072253,24143,714,5,0,Inventory,4189673,0.28,35.48,0.14,58.7,Medium Risk,Review,0.15,Elevated Risk Premium,16730.48,803063.04,201912.04,64.57
1138,2025-03-12,Walvis Logistics,Retail,Oshikoto,2,56,293449,Construction,60,4749129,791887,2246939,1483855,61520,763,0,1,Inventory,1200761,0.31,-6.44,0.24,59.4,Medium Risk,Review,0.15,Elevated Risk Premium,6981.13,418867.8,125418.8,65.34
1139,2025-07-24,Etosha Manufacturing,Mining Services,Khomas,16,180,1668435,Equipment Purchase,36,14573880,223575,586094,310256,45385,849,4,0,Vehicle,1016276,0.02,21.83,1.64,55.5,Medium Risk,Review,0.15,Elevated Risk Premium,57836.85,2082126.6,413691.6,61.05
1140,2025-09-22,Swakop Tours,Logistics,Otjozondjupa,8,181,1317820,Technology Upgrade,60,4020809,191100,1420936,3741946,61703,535,2,0,Property,3250179,0.93,2.33,0.41,10.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,11.55
1141,2025-04-02,Oshana Trading,Logistics,Oshikoto,14,49,2323794,Payroll Support,60,4698756,786179,615794,3566908,31900,476,3,0,Vehicle,1754580,0.76,-12.37,1.32,-8.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1142,2025-08-15,Okavango Transport,Tourism,Kavango East,6,154,1445103,Construction,60,8124749,550348,233431,3902678,51581,484,6,0,Property,424227,0.48,2.46,3.41,-55.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1143,2025-07-02,Okavango Fishing,Logistics,Khomas,19,250,571069,Payroll Support,60,7951511,441322,254476,893850,49839,565,5,1,Vehicle,1077997,0.11,4.44,0.53,-8.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1144,2025-02-25,Okavango Logistics,Mining Services,Kavango West,5,43,2010341,Payroll Support,24,2214129,216402,1017441,1088860,102558,635,8,0,Equipment,1028771,0.49,-0.31,1.95,-13.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1145,2025-11-04,Caprivi Technologies,Technology,Otjozondjupa,7,149,1764630,Inventory,12,8272427,626079,2872280,2291031,14325,635,6,0,Inventory,4835559,0.28,4.42,0.36,30.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.55
1146,2025-10-07,Otji Construction,Technology,Karas,7,6,1316872,Equipment Purchase,12,3217038,719908,133724,2643844,56850,476,2,0,Inventory,587202,0.82,-7.95,2.24,-11.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1147,2025-09-28,Gobabis Retail,Food Services,Oshikoto,25,81,2446164,Technology Upgrade,12,7728583,458573,378873,2943351,90823,516,2,0,Equipment,2112091,0.38,2.04,1.16,21.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,23.32
1148,2025-06-10,Erongo Trading,Food Services,Hardap,10,107,187819,Technology Upgrade,24,13642031,594601,2762458,395217,104379,524,1,1,Inventory,440884,0.03,5.19,0.43,60.7,Medium Risk,Review,0.15,Elevated Risk Premium,9106.71,218561.04,30742.04,66.77
1149,2025-01-27,Windhoek Supplies,Retail,Karas,6,126,1242154,Construction,60,5016825,276174,633476,843499,94117,680,3,0,Vehicle,4483483,0.17,1.51,0.28,27.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.92
1150,2025-07-10,Walvis Fishing,Tourism,Erongo,19,128,1865945,Equipment Purchase,36,9979261,137352,2138335,2773655,112666,475,2,0,Equipment,4308934,0.28,6.16,0.43,45.0,Medium Risk,Review,0.15,Elevated Risk Premium,64683.6,2328609.6,462664.6,49.5
1151,2025-02-13,Kunene Transport,Food Services,Oshikoto,16,113,584725,Working Capital,12,3279027,432461,2600377,2998544,59810,705,4,0,Livestock,2412610,0.91,-2.66,0.24,54.5,Medium Risk,Review,0.15,Elevated Risk Premium,52776.29,633315.48,48590.48,59.95
1152,2025-01-23,Etosha Trading,Logistics,Erongo,5,150,2117123,Vehicle Purchase,60,14017192,28301,1548919,1179510,39062,841,7,0,Inventory,3265940,0.08,29.18,0.65,24.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,27.28
1153,2025-04-03,Walvis Tours,Technology,Oshikoto,20,222,1063197,Technology Upgrade,12,6754684,335555,1786406,898258,40565,777,7,0,Savings,1964746,0.13,5.6,0.54,48.4,Medium Risk,Review,0.15,Elevated Risk Premium,95962.37,1151548.44,88351.44,53.24
1154,2025-12-22,Otji Logistics,Transport,Khomas,6,22,1381655,Payroll Support,24,13608205,695846,1513195,3535708,117267,770,3,0,Property,1948772,0.26,3.74,0.71,26.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,29.59
1155,2025-01-25,Namib Transport,Construction,Oshikoto,3,180,988684,Equipment Purchase,36,1265188,412442,354724,3624245,51619,469,2,1,Vehicle,348266,2.86,-5.95,2.84,-43.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1156,2025-10-04,Kalahari Fishing,Tourism,Oshana,17,107,957450,Construction,24,1582043,323539,1335413,1518221,13781,588,2,0,Savings,788837,0.96,-13.91,1.21,49.8,Medium Risk,Review,0.15,Elevated Risk Premium,46423.54,1114164.96,156714.96,54.78
1157,2025-10-28,Walvis Supplies,Technology,Erongo,11,18,422455,Payroll Support,48,4408670,141460,1807294,965980,80901,602,8,0,Property,2059202,0.22,2.79,0.21,9.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,10.12
1158,2025-11-20,Luderitz Fishing,Tourism,Kavango West,7,123,2099694,Payroll Support,48,13801714,745374,1057709,63263,35834,453,4,0,Inventory,2705491,0.0,11.3,0.78,14.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,15.73
1159,2025-05-21,Etosha Manufacturing,Technology,Otjozondjupa,15,71,1195433,Payroll Support,12,7935032,786859,2752056,2983706,19406,505,6,0,Property,4947798,0.38,-6.47,0.24,20.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.22
1160,2025-07-26,Kalahari Supplies,Manufacturing,Khomas,25,104,779303,Payroll Support,12,8545256,485792,1382154,880632,97534,697,0,0,Inventory,1880688,0.1,2.32,0.41,96.0,Low Risk,Approved,0.08,Standard Risk-Based Rate,67790.34,813484.08,34181.08,100.0
1161,2025-01-20,Luderitz Tours,Transport,Erongo,21,57,249033,Inventory,60,1708765,226775,504487,3300451,17732,574,0,0,Property,4838747,1.93,-4.76,0.05,36.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,39.6
1162,2025-11-17,Katima Supplies,Retail,Kavango East,25,70,1147904,Payroll Support,48,9445572,561074,113188,3190251,71602,556,8,0,Savings,435180,0.34,3.16,2.64,-30.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1163,2025-04-25,Luderitz Transport,Technology,Otjozondjupa,7,19,1511484,Working Capital,48,3289548,155888,2702604,972023,88513,541,1,0,Inventory,1165652,0.3,1.34,1.3,70.9,Medium Risk,Review,0.15,Elevated Risk Premium,42065.73,2019155.04,507671.04,77.99
1164,2025-10-09,Oshana Retail,Construction,Kavango East,16,94,1825654,Working Capital,24,9769006,694951,2862076,3693839,71042,560,5,0,Savings,1471702,0.38,1.68,1.24,30.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.33
1165,2025-08-23,Kalahari Farming,Transport,Karas,3,214,2090685,Construction,48,9345460,93946,1232760,1518007,84389,613,6,0,Savings,425583,0.16,8.12,4.91,-2.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1166,2025-03-19,Gobabis Technologies,Transport,Kavango East,4,8,1999339,Inventory,36,1289903,718434,2039481,1242671,119982,630,8,1,Equipment,2336053,0.96,-5.09,0.86,-16.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1167,2025-06-28,Luderitz Logistics,Technology,Kavango West,7,73,1285538,Vehicle Purchase,12,8767380,755667,1260555,534956,47413,516,3,0,Savings,4595404,0.06,-0.53,0.28,28.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,30.8
1168,2025-09-22,Oshana Construction,Retail,Karas,3,190,929973,Expansion,24,11716979,263999,121488,3336466,20811,561,4,1,Property,926023,0.28,34.23,1.0,-52.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1169,2025-02-15,Caprivi Supplies,Retail,Oshana,14,5,1019779,Technology Upgrade,36,14800507,758754,437468,2556898,25004,782,4,0,Livestock,4069705,0.17,18.98,0.25,20.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,22.44
1170,2025-01-03,Gobabis Farming,Manufacturing,Oshikoto,10,47,384380,Equipment Purchase,36,13111006,83140,957447,147611,68931,707,5,0,Savings,3028953,0.01,14.64,0.13,33.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,36.74
1171,2025-04-17,Okavango Retail,Mining Services,Kavango East,24,28,2413610,Working Capital,60,11206380,474931,2476931,3573049,39356,764,4,0,Vehicle,3008888,0.32,11.66,0.8,64.2,Medium Risk,Review,0.15,Elevated Risk Premium,57419.61,3445176.6,1031566.6,70.62
1172,2025-01-13,Otji Transport,Manufacturing,Erongo,15,210,1764198,Technology Upgrade,48,9099459,629104,2019490,3525403,28561,652,8,0,Property,366168,0.39,4.52,4.82,-1.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1173,2025-01-03,Swakop Logistics,Tourism,Oshana,3,23,857624,Technology Upgrade,60,7832653,622565,2864269,9170,49047,757,8,0,Savings,1677775,0.0,0.61,0.51,43.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,47.74
1174,2025-01-08,Namib Supplies,Agriculture,Oshana,24,26,284941,Inventory,36,8123433,633279,978549,1075842,74788,678,5,0,Livestock,4707259,0.13,0.58,0.06,42.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,46.86
1175,2025-03-01,Otji Retail,Mining Services,Kavango West,20,114,1127908,Working Capital,12,4834580,225367,1832190,1525439,22719,847,3,0,Property,3487114,0.32,7.81,0.32,82.1,Low Risk,Approved,0.08,Standard Risk-Based Rate,98114.95,1177379.4,49471.4,90.31
1176,2025-08-12,Swakop Transport,Food Services,Oshana,21,237,948437,Technology Upgrade,24,6656781,656612,182621,2734214,6399,601,0,0,Equipment,4144807,0.41,-15.92,0.23,37.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.69
1177,2025-05-03,Etosha Construction,Construction,Hardap,4,113,132202,Inventory,48,1881770,573058,1274828,544552,72155,679,6,0,Vehicle,1630583,0.29,-5.77,0.08,16.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,17.6
1178,2025-02-19,Caprivi Farming,Tourism,Kavango West,16,200,1712639,Inventory,12,14164391,144252,674690,3984457,72876,834,7,0,Savings,3940503,0.28,14.22,0.43,-5.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1179,2025-07-01,Otji Farming,Logistics,Oshikoto,10,40,938917,Construction,48,14771813,456372,1510055,3119052,11512,700,8,1,Savings,3039167,0.21,67.29,0.31,-30.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1180,2025-01-09,Walvis Supplies,Agriculture,Karas,3,206,2371004,Inventory,60,8540028,360793,806391,3556462,40664,821,7,0,Equipment,1441335,0.42,8.63,1.65,-18.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1181,2025-11-22,Otji Construction,Mining Services,Kavango East,9,122,2057462,Working Capital,36,12658332,27330,262134,2561971,41821,627,7,0,Livestock,3993895,0.2,24.57,0.52,-30.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1182,2025-08-03,Namib Food Services,Tourism,Karas,18,7,297456,Construction,48,10471264,308186,194303,3850675,79700,493,3,0,Property,504541,0.37,7.08,0.59,-12.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1183,2025-07-02,Gobabis Trading,Construction,Erongo,20,240,2223789,Inventory,36,1477011,139672,2308338,3432196,86435,555,5,0,Livestock,4087216,2.32,-0.19,0.54,27.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,30.03
1184,2025-03-16,Swakop Transport,Construction,Khomas,22,183,1074395,Inventory,36,14609732,788607,1110376,2672857,118430,721,5,1,Livestock,179017,0.18,3.62,6.0,10.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,11.66
1185,2025-01-20,Kalahari Tours,Retail,Oshana,23,186,1837273,Equipment Purchase,24,3328211,760536,2092967,3146750,43747,500,0,0,Inventory,4599500,0.95,-11.04,0.4,64.9,Medium Risk,Review,0.15,Elevated Risk Premium,89083.21,2137997.04,300724.04,71.39
1186,2025-09-30,Namib Manufacturing,Retail,Kavango East,25,249,1301535,Payroll Support,48,11936596,28866,1109712,569669,112754,645,7,0,Savings,4321820,0.05,8.57,0.3,32.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,35.75
1187,2025-01-25,Erongo Food Services,Agriculture,Kavango West,4,212,2268317,Technology Upgrade,36,14182523,237623,1875119,3435514,79337,489,3,0,Inventory,3438350,0.24,11.9,0.66,4.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.4
1188,2025-11-30,Luderitz Technologies,Tourism,Khomas,11,132,2400185,Construction,60,14266207,723011,58170,3385242,91698,570,5,0,Savings,1937321,0.24,5.08,1.24,-29.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1189,2025-06-18,Katima Technologies,Tourism,Karas,17,16,2008820,Working Capital,36,3622997,425150,726209,1774711,80693,831,0,1,Equipment,1738023,0.49,-1.53,1.16,55.4,Medium Risk,Review,0.15,Elevated Risk Premium,69636.41,2506910.76,498090.76,60.94
1190,2025-03-20,Kunene Tours,Retail,Oshana,19,107,1853051,Working Capital,60,12363117,191728,2429606,1300608,76548,744,8,0,Inventory,2746620,0.11,10.95,0.67,44.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,48.95
1191,2025-06-16,Okavango Trading,Retail,Khomas,18,37,779490,Working Capital,48,2559636,427326,2646126,1632839,110127,755,4,0,Equipment,493479,0.64,-1.94,1.58,77.1,Medium Risk,Review,0.15,Elevated Risk Premium,21693.79,1041301.92,261811.92,84.81
1192,2025-11-13,Luderitz Food Services,Construction,Hardap,9,25,231057,Equipment Purchase,24,712278,532659,1678779,3202241,38854,819,8,0,Equipment,1608787,4.5,-12.18,0.14,3.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,3.3
1193,2025-02-19,Walvis Tours,Agriculture,Kavango East,22,45,832886,Technology Upgrade,24,7344895,567043,281053,1322859,63800,824,7,1,Inventory,3257026,0.18,0.71,0.26,1.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,1.98
1194,2025-08-25,Luderitz Fishing,Logistics,Erongo,20,20,1027600,Technology Upgrade,12,11774252,21149,355703,1270318,6230,718,4,0,Savings,2613370,0.11,154.1,0.39,34.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,37.62
1195,2025-05-31,Okavango Retail,Mining Services,Oshikoto,19,25,1881908,Inventory,60,354978,165539,610949,253105,105121,780,1,0,Property,252459,0.71,-1.29,7.45,78.2,Medium Risk,Review,0.15,Elevated Risk Premium,44770.46,2686227.6,804319.6,86.02
1196,2025-03-17,Caprivi Retail,Technology,Hardap,10,165,527989,Expansion,60,11397516,644534,1205637,960584,48001,740,3,1,Livestock,1026432,0.08,6.36,0.51,29.5,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,32.45
1197,2025-12-24,Windhoek Farming,Mining Services,Kavango East,7,218,1864584,Payroll Support,36,6920243,674656,548998,108722,21119,668,0,0,Equipment,915311,0.02,-4.64,2.04,57.2,Medium Risk,Review,0.15,Elevated Risk Premium,64636.42,2326911.12,462327.12,62.92
1198,2025-04-23,Swakop Construction,Transport,Erongo,6,187,1112886,Equipment Purchase,48,8611383,78468,2566941,3626439,34785,737,3,1,Inventory,1825682,0.42,18.37,0.61,23.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,26.18
1199,2025-06-21,Gobabis Supplies,Technology,Hardap,16,125,728215,Working Capital,60,484946,87885,448041,1826797,55443,482,2,1,Inventory,4303283,3.77,-0.86,0.17,-3.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1200,2025-03-24,Okavango Tours,Logistics,Otjozondjupa,11,179,2020322,Technology Upgrade,12,13166075,727977,2016951,1986505,84990,708,1,0,Savings,4072559,0.15,4.34,0.5,69.8,Medium Risk,Review,0.15,Elevated Risk Premium,182350.85,2188210.2,167888.2,76.78
1201,2025-04-22,Kalahari Trading,Logistics,Oshana,20,42,1740760,Inventory,24,14344534,487964,2630238,1275341,93274,771,7,0,Savings,4684116,0.09,7.58,0.37,61.0,Medium Risk,Review,0.15,Elevated Risk Premium,84403.62,2025686.88,284926.88,67.1
1202,2025-09-30,Walvis Retail,Construction,Khomas,25,110,274645,Expansion,48,6643637,35246,1063972,2029629,112021,518,7,0,Savings,439457,0.31,4.63,0.62,4.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,4.73
1203,2025-06-25,Gobabis Food Services,Manufacturing,Otjozondjupa,25,240,1648452,Equipment Purchase,12,13833908,311813,2722423,1323415,109156,611,3,0,Livestock,903727,0.1,7.7,1.82,85.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,143396.25,1720755.0,72303.0,94.38
1204,2025-11-23,Kunene Transport,Manufacturing,Oshana,24,191,1511781,Expansion,36,7030114,642034,2433861,247935,19904,776,2,0,Vehicle,1078614,0.04,-2.82,1.4,113.8,Low Risk,Approved,0.08,Standard Risk-Based Rate,47373.72,1705453.92,193672.92,100.0
1205,2025-08-29,Namib Manufacturing,Logistics,Karas,4,244,2065219,Equipment Purchase,60,7705328,124607,741377,1977497,453,645,2,0,Vehicle,2337838,0.26,1142.39,0.88,19.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,21.56
1206,2025-10-10,Kalahari Supplies,Retail,Kavango West,18,102,523901,Vehicle Purchase,36,11175996,563990,1226311,865812,51936,698,4,1,Inventory,1929502,0.08,7.07,0.27,30.7,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,33.77
1207,2025-09-14,Etosha Fishing,Retail,Hardap,17,47,1544112,Construction,36,8849664,39685,1753106,1876814,31270,821,7,0,Savings,3897937,0.21,22.31,0.4,37.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,41.69
1208,2025-02-17,Katima Food Services,Tourism,Oshikoto,18,17,1017574,Expansion,48,2073631,644520,543812,913067,58192,794,7,0,Savings,4938082,0.44,-8.11,0.21,22.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,24.31
1209,2025-10-29,Otji Logistics,Mining Services,Otjozondjupa,7,135,1854322,Equipment Purchase,12,9051169,749893,1889614,2819258,119770,510,2,0,Savings,659172,0.31,0.04,2.81,25.1,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,27.61
1210,2025-12-10,Etosha Manufacturing,Agriculture,Hardap,6,204,2001551,Equipment Purchase,48,4481014,528631,409326,1912678,30282,678,3,0,Property,3989345,0.43,-5.13,0.5,11.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.09
1211,2025-05-04,Caprivi Trading,Food Services,Oshana,16,9,1532599,Construction,12,9691171,74483,1117073,1249935,10937,831,6,0,Property,744006,0.13,67.03,2.06,38.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,42.79
1212,2025-10-24,Kunene Farming,Mining Services,Hardap,1,26,479005,Construction,12,6112886,209558,442920,26997,30370,802,1,0,Inventory,3437841,0.0,9.87,0.14,52.3,Medium Risk,Review,0.15,Elevated Risk Premium,43234.18,518810.16,39805.16,57.53
1213,2025-01-30,Okavango Retail,Retail,Otjozondjupa,5,73,1226560,Vehicle Purchase,60,14905445,356935,60476,1228098,73927,488,8,1,Vehicle,2849708,0.08,11.97,0.43,-68.8,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1214,2025-07-19,Erongo Manufacturing,Food Services,Hardap,16,227,2001293,Inventory,60,13879053,187974,1829186,2365997,79535,508,0,0,Inventory,3648102,0.17,12.18,0.55,57.7,Medium Risk,Review,0.15,Elevated Risk Premium,47610.62,2856637.2,855344.2,63.47
1215,2025-07-01,Windhoek Supplies,Tourism,Erongo,21,180,1516432,Expansion,60,10579420,207410,1070387,2035941,12895,661,7,0,Inventory,810044,0.19,52.28,1.87,12.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,13.86
1216,2025-03-09,Katima Technologies,Tourism,Kavango East,11,222,2178107,Equipment Purchase,60,1051820,784146,1697205,2867522,45995,556,5,0,Equipment,2011234,2.73,-15.14,1.08,7.4,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,8.14
1217,2025-01-26,Erongo Trading,Agriculture,Khomas,10,66,2267406,Vehicle Purchase,36,8616600,54526,322802,2375045,91449,543,3,0,Livestock,3547780,0.28,7.26,0.64,-2.0,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1218,2025-01-23,Walvis Transport,Food Services,Otjozondjupa,5,219,358250,Construction,60,13376493,605454,960544,873994,39264,579,5,0,Property,3620484,0.07,12.97,0.1,5.9,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,6.49
1219,2025-11-06,Swakop Technologies,Food Services,Karas,25,190,290363,Inventory,24,4212140,31678,1023295,2265958,73534,708,2,0,Vehicle,4858647,0.54,4.34,0.06,60.1,Medium Risk,Review,0.15,Elevated Risk Premium,14078.73,337889.52,47526.52,66.11
1220,2025-10-25,Caprivi Trading,Construction,Otjozondjupa,12,186,1751871,Expansion,60,14660371,224477,2823684,1955775,108890,732,2,0,Vehicle,4153429,0.13,9.16,0.42,82.1,Low Risk,Approved,0.08,Standard Risk-Based Rate,35521.63,2131297.8,379426.8,90.31
1221,2025-07-26,Okavango Trading,Technology,Hardap,11,185,2130946,Equipment Purchase,36,2801479,639661,2526191,3448526,68312,788,8,0,Vehicle,2531412,1.23,-5.95,0.84,17.3,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,19.03
1222,2025-04-05,Katima Retail,Retail,Otjozondjupa,8,14,1088422,Vehicle Purchase,60,867375,94229,1319412,278874,75053,716,1,0,Savings,2600922,0.32,-0.29,0.42,69.2,Medium Risk,Review,0.15,Elevated Risk Premium,25893.48,1553608.8,465186.8,76.12
1223,2025-02-12,Okavango Farming,Retail,Oshana,16,250,2340850,Payroll Support,36,4754081,424866,1072120,2192087,2524,633,5,1,Savings,3148828,0.46,-11.37,0.74,-3.2,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,0.0
1224,2025-07-08,Kunene Supplies,Tourism,Otjozondjupa,10,168,737907,Technology Upgrade,60,4415306,473272,2612288,768010,16540,770,6,1,Equipment,2064157,0.17,-6.37,0.36,38.6,High Risk,Rejected,0.0,No Pricing Offer,0.0,0.0,0.0,42.46
1225,2025-05-08,Okavango Farming,Transport,Kavango West,11,153,860239,Technology Upgrade,12,3764245,634145,2169771,293391,115486,569,1,0,Property,1824499,0.08,-2.77,0.47,75.9,Medium Risk,Review,0.15,Elevated Risk Premium,77643.72,931724.64,71485.64,83.49
